ssuid|pnum|panel|finyr3
00041893294618|101|2018|6900.5726856
00041894550918|101|2018|7513.1269794
00041894550918|102|2018|8706.4192767
00041894593218|101|2018|6254.4718167
00041896717418|101|2018|8861.7142806
00041896717418|102|2018|12750.860858
00041896785218|101|2018|10877.934865
00041898254918|101|2018|9574.4738467
00041898270518|101|2018|15233.031529
00041898284418|101|2018|9424.4725389
00041899508618|101|2018|5067.9024267
00041899508618|102|2018|9323.7293859
00041899524018|101|2018|11733.296612
00041899526718|101|2018|25314.860097
00041899526718|102|2018|37301.180842
00041899526718|103|2018|53475.094211
00041899528318|101|2018|10085.49043
00041899528318|102|2018|11163.561356
00041899528318|103|2018|12562.677584
00041899528318|104|2018|12562.677584
00041899528318|105|2018|5776.294978
00041899534818|101|2018|8037.586133
00041899550218|101|2018|11575.194047
00041899550218|102|2018|20991.60512
00041899550218|103|2018|21859.221838
00041899550218|104|2018|28012.204525
00041899550218|105|2018|21358.774373
00041899559618|101|2018|7130.266469
00041899573018|101|2018|12369.647407
00041899578818|101|2018|9531.5036189
00041899578818|102|2018|18088.407638
00041899578818|103|2018|27460.53236
00041899578818|104|2018|22954.1692
00041899578818|105|2018|17507.898904
00041899588318|101|2018|9273.3333521
00041899596718|101|2018|9428.6516427
00041899596718|102|2018|9722.4534801
00055241806018|101|2018|7822.3579993
00055241866018|101|2018|6672.985735
00081602114918|101|2018|7047.8673416
00081602114918|102|2018|11118.811582
00081602119718|101|2018|3899.7863897
00081602163018|101|2018|9426.7663968
00086002119718|101|2018|6670.6776153
00086002163018|101|2018|10141.233221
00086002163018|102|2018|11444.524168
00086002163018|103|2018|7449.7048169
00086002163018|104|2018|4947.9591895
00086003705818|101|2018|10352.827875
00086003705818|102|2018|7282.5967401
00086003728418|101|2018|7213.1709966
00086003763818|101|2018|6006.0301374
00086003763818|102|2018|5517.9475313
00086003777818|101|2018|4143.0281763
00086003796418|101|2018|6715.5094976
00086004904018|101|2018|8316.4703182
00086004904018|102|2018|7206.7755543
00086004919618|101|2018|27829.296672
00086004944018|101|2018|20991.60512
00086004944018|102|2018|32930.393067
00086004944018|103|2018|21768.773758
00086004950918|101|2018|8040.3129275
00086004977218|102|2018|5670.2245816
00086004980418|101|2018|9083.4676834
00086004980418|102|2018|9054.4245838
00086004980418|103|2018|19751.872378
00086004980418|104|2018|11875.024702
00086005756618|101|2018|9356.6107877
00086005756618|102|2018|8355.7520643
00086005763218|101|2018|6234.4623166
00086005779718|101|2018|7140.4815011
00086005789818|101|2018|8821.0719612
00086005789818|102|2018|7491.1502233
00086008603518|101|2018|4850.3041629
00086009200918|101|2018|9407.4585293
00086009200918|102|2018|11559.886775
00086009223518|101|2018|11767.985451
00086009223518|102|2018|8798.0234599
00086009227618|101|2018|9407.3959821
00086009259418|101|2018|11522.271204
00086011409718|101|2018|3875.2393478
00086011463818|101|2018|8352.8595419
00086011463818|102|2018|9647.4584233
00086013511618|101|2018|17698.292
00086013511618|102|2018|15024.502939
00086013511618|103|2018|22998.331468
00086013511618|104|2018|24628.945955
00086013591918|101|2018|22957.3571
00086013596718|101|2018|21536.171897
00086013596718|102|2018|19956.712428
00086013596718|103|2018|27396.499037
00086013596718|104|2018|27068.132559
00086013596718|105|2018|26973.107738
00086013615918|101|2018|9489.627658
00086013648018|101|2018|28719.773687
00086013648018|102|2018|20467.14804
00086013648918|101|2018|34134.324276
00086013659918|101|2018|29171.333273
00086013659918|102|2018|26449.881532
00086013659918|103|2018|22621.844081
00086013659918|104|2018|20494.361914
00086017217218|101|2018|6021.970815
00086017217218|102|2018|6694.6943639
00086017234818|102|2018|12419.898517
00086017234818|103|2018|28070.528181
00086017254518|101|2018|9770.3703597
00086017258218|101|2018|17481.94568
00086017258218|102|2018|19777.164151
00086017258218|103|2018|21854.696124
00086017280118|101|2018|27703.494307
00086019937318|101|2018|7696.9801085
00086020917318|101|2018|8350.4475443
00086020978118|101|2018|10438.96237
00086022823518|101|2018|7386.8534826
00086022823518|102|2018|7499.1099384
00086022823518|103|2018|8667.0171645
00086022823518|104|2018|5860.599563
00086022899518|101|2018|17571.625753
00086027402918|101|2018|14509.234009
00086027429118|101|2018|11380.52334
00086027493318|101|2018|9020.7994569
00086028506918|101|2018|9895.6667193
00086028507118|101|2018|13738.917609
00086028521018|101|2018|6213.9191319
00086028522018|101|2018|9390.1944994
00086028532418|101|2018|42158.39451
00086028538618|101|2018|7230.1029081
00086028538618|102|2018|8486.642135
00086028584018|101|2018|17880.01353
00086028584018|102|2018|20111.665082
00086028586218|101|2018|27078.892612
00086028586218|102|2018|31795.871955
00086028586218|103|2018|43299.665835
00086028597918|101|2018|14692.9059
00086028597918|102|2018|11121.796892
00086030206018|101|2018|7116.9785492
00086030206018|102|2018|7013.0156121
00086032006918|101|2018|7017.6086587
00086032006918|102|2018|6589.2293607
00086032027718|101|2018|8948.868728
00086032027718|102|2018|7010.2254995
00086032036518|101|2018|8090.472364
00086032063818|101|2018|7317.412072
00086032075918|101|2018|5173.4595095
00086032075918|102|2018|4105.8891674
00086032091918|101|2018|34370.536097
00086032096418|101|2018|4380.8426203
00086032096418|102|2018|4572.9372187
00086033414918|101|2018|13941.548317
00086033414918|102|2018|12668.526887
00086033419718|101|2018|11223.183963
00086033419718|102|2018|10420.695627
00086033429418|101|2018|12267.176059
00086033429418|102|2018|10483.456952
00086033436518|101|2018|13451.440527
00086033466018|101|2018|9358.7135947
00086033466018|102|2018|10951.062029
00086033466018|103|2018|12036.847024
00086033498818|101|2018|10498.2368
00086033498818|102|2018|8010.0263623
00086033498818|103|2018|13700.687541
00086033498818|104|2018|12300.863175
00086034275318|101|2018|9519.1444554
00086034275318|102|2018|8856.1919331
00086035964718|101|2018|21224.31121
00086035964718|102|2018|24128.491262
00086035964718|103|2018|57948.163638
00086038263018|101|2018|10240.000423
00086038263018|103|2018|10316.695785
00086038263018|104|2018|17873.871097
00086040006018|101|2018|5896.322935
00086040014918|101|2018|5545.9555806
00086040014918|102|2018|4910.8149182
00086040019718|101|2018|8725.3750884
00086040019718|102|2018|6871.5450861
00086040025918|101|2018|19776.416844
00086040025918|103|2018|18620.177526
00086040025918|104|2018|23692.653629
00086040063018|101|2018|5847.7455418
00086040063018|102|2018|6582.8932569
00086040066018|101|2018|7751.7011772
00086040066018|102|2018|6326.4196146
00086040083118|101|2018|12461.25459
00086040083118|102|2018|13474.013872
00086040083118|103|2018|6342.439471
00086040094418|101|2018|5607.4819333
00086040601018|101|2018|31632.752237
00086040601018|102|2018|56073.613994
00086040601018|103|2018|42484.770454
00086040604918|101|2018|61040.754461
00086040611018|101|2018|11253.729445
00086040616218|101|2018|16108.506304
00086040624718|101|2018|15086.361291
00086040636518|101|2018|6697.3785949
00086040636518|102|2018|8715.4517713
00086040636518|103|2018|9543.4028469
00086040653918|101|2018|13166.297283
00086040653918|102|2018|10714.758551
00086040683018|101|2018|8120.2286942
00086040683018|102|2018|12667.328586
00086040688418|101|2018|19310.893755
00086040693218|101|2018|8083.2324601
00086040696418|101|2018|6764.0077966
00086040696418|102|2018|4993.5876429
00086040806018|101|2018|4839.9707868
00086040866018|101|2018|4724.707703
00086040866018|102|2018|5545.9555806
00086041836018|101|2018|12251.055373
00086041854918|101|2018|10583.487707
00086041877218|101|2018|8056.0954265
00086041895018|101|2018|12133.724459
00086041895018|102|2018|8994.8873532
00086041895018|103|2018|15548.877051
00086043828418|101|2018|17006.346566
00086043828418|102|2018|19451.053023
00086043863818|101|2018|11231.135635
00086043863818|102|2018|11150.151694
00086043863818|103|2018|10928.673496
00086043863818|104|2018|12995.979612
00086043863818|105|2018|10727.605958
00086047220718|101|2018|6876.8093685
00086047220718|102|2018|5178.0429229
00086047228418|101|2018|15156.541655
00086047236518|101|2018|35732.595101
00086047294418|101|2018|5386.8519156
00086047294418|102|2018|8173.1414631
00086047294418|103|2018|10079.692302
00086047294418|104|2018|9581.8023958
00086049468918|101|2018|6911.9335496
00086050806018|101|2018|12815.638869
00086050806018|103|2018|7404.3517475
00086050806018|104|2018|9145.3337514
00086050806018|105|2018|11122.342985
00086050814918|101|2018|9592.8427305
00086050814918|102|2018|12531.740757
00086050814918|103|2018|13622.756449
00086050866018|104|2018|14118.805732
00086052711618|101|2018|11667.618848
00086052719418|101|2018|15073.429601
00086052719418|102|2018|74275.005834
00086052760218|101|2018|15811.141632
00086052760218|102|2018|21028.747406
00086052760218|103|2018|28653.151619
00086052760218|104|2018|23502.931139
00086052773018|101|2018|9224.1348609
00086052773018|102|2018|8343.8249886
00086052797218|101|2018|10929.419376
00086052797218|102|2018|16708.263513
00086053373718|101|2018|5463.7052251
00086053373718|102|2018|4654.6370214
00086055215918|101|2018|25672.725321
00086055215918|102|2018|23933.500151
00086055232418|101|2018|22435.966921
00086055253718|101|2018|14938.489126
00086055259918|101|2018|14869.849412
00086055570518|101|2018|6968.9287175
00086055998818|101|2018|21346.341137
00086059704018|101|2018|14212.130628
00086059704018|102|2018|12494.933096
00086059750918|101|2018|9776.5382553
00086059750918|102|2018|9459.7440453
00086059777218|101|2018|6327.934397
00086059777218|102|2018|9506.7400888
00086059777218|103|2018|17698.298696
00086059780418|101|2018|11321.819505
00086059780418|102|2018|17044.216516
00086060419618|101|2018|18552.520479
00086060419618|102|2018|30476.706133
00086060419618|103|2018|23025.185243
00086060419618|104|2018|21607.172219
00086060419618|105|2018|39190.332345
00086068436518|101|2018|13331.962757
00086068436518|102|2018|8622.487913
00086068436518|103|2018|9894.6454811
00086068436518|104|2018|9513.9308797
00086068823518|101|2018|16397.712856
00086068897918|101|2018|27227.541371
00086068897918|102|2018|30029.007222
00086068897918|103|2018|20604.105644
00086068970518|101|2018|16604.702947
00086072660218|101|2018|26308.692198
00086072660218|102|2018|22644.64517
00086081026718|101|2018|21173.349403
00086081026718|102|2018|9011.5063845
00086081030118|101|2018|12559.295829
00086081030118|102|2018|10722.678561
00086081097218|101|2018|6469.2867138
00086081097218|102|2018|6772.5432338
00086081606918|101|2018|8723.3896256
00086081606918|102|2018|10508.497375
00086081627618|101|2018|16835.582236
00086081627618|102|2018|17880.01353
00086081627718|101|2018|3593.9705009
00086081637518|101|2018|26604.832256
00086081637518|102|2018|15273.184369
00086081640218|101|2018|6766.7616705
00086081685518|101|2018|10346.215993
00086081699518|101|2018|18537.807575
00086081699518|102|2018|16513.397482
00086081699518|103|2018|18332.574568
00086082405818|101|2018|8956.7923781
00086082405818|102|2018|5672.7394415
00086082440218|101|2018|5925.2072501
00086082496418|101|2018|8064.6607761
00086082496418|102|2018|9679.7459379
00086084913818|101|2018|13722.521351
00086084913818|102|2018|8051.3653679
00086084913818|104|2018|14229.854989
00086084913818|105|2018|13503.345545
00086084913818|106|2018|16737.621967
00086084944018|101|2018|8599.9474605
00086084950918|101|2018|26101.986557
00086084958418|101|2018|6126.2022209
00086086078118|101|2018|18182.608392
00086086196718|101|2018|27333.568533
00086086197218|101|2018|36462.594044
00086093223318|101|2018|7013.6908262
00086093289418|101|2018|12591.344751
00086094536518|101|2018|12664.556385
00086094536518|102|2018|18161.599279
00086094536518|103|2018|17632.1276
00086096751918|101|2018|17658.604795
00086096751918|102|2018|15025.175319
00086096762618|101|2018|15176.108501
00086096762618|102|2018|12350.346862
00086098888318|101|2018|28592.941457
00086098888318|102|2018|16514.421653
00086099501018|101|2018|49049.513924
00086099501018|102|2018|43983.473909
00086099509718|101|2018|8716.7907098
00086099510518|101|2018|13979.197492
00086099510518|102|2018|34776.385233
00086099510518|103|2018|37615.015072
00086099510518|104|2018|37312.592599
00086099511018|101|2018|24531.085519
00086099511018|102|2018|15331.071753
00086099516218|101|2018|7764.3414737
00086099561918|101|2018|17762.740017
00086099561918|102|2018|18344.50272
00086099577818|101|2018|10908.061323
00086099593218|101|2018|7474.1903053
00086099593318|101|2018|7665.4953349
00099502390518|101|2018|6133.3333912
00099509225918|101|2018|16517.552263
00099509225918|102|2018|13393.294876
00099509225918|103|2018|9684.3255329
00099513614918|101|2018|17035.741414
00099513614918|102|2018|13320.519089
00099513614918|103|2018|32005.659839
00099513619718|101|2018|14529.721978
00099513619718|102|2018|16168.755688
00099513619718|103|2018|10063.811003
00099513619718|104|2018|34911.052345
00099513694418|101|2018|6453.739535
00099518594618|101|2018|21258.654869
00099518594618|102|2018|18412.207262
00099518594618|103|2018|16876.789823
00099518594618|104|2018|16876.789823
00099518594618|105|2018|35560.230157
00099519928318|101|2018|8498.7092029
00099519931618|101|2018|15125.048514
00099527650218|101|2018|10234.862059
00099527650218|102|2018|6443.6622979
00099527650218|104|2018|17090.609792
00099527650218|105|2018|14775.624562
00099527650218|106|2018|5773.9240113
00099528520718|101|2018|6201.3484493
00099528520718|102|2018|5662.5645546
00099529417418|101|2018|12880.334217
00099529417418|102|2018|15910.475888
00099529428318|101|2018|9303.9122439
00099529428318|102|2018|8412.1197971
00099529429118|101|2018|12549.762064
00099529429118|102|2018|12802.484889
00099529429118|103|2018|12848.010418
00099529429118|104|2018|13944.109515
00099529429118|105|2018|13482.373034
00099529429118|106|2018|8954.7483008
00099529429118|107|2018|34558.888491
00099529431618|101|2018|24398.756316
00099529431618|102|2018|19753.19964
00099529485218|101|2018|10210.276203
00099529485218|102|2018|7466.0508045
00099529490518|101|2018|18257.813564
00099529490518|102|2018|15321.321337
00099529490518|103|2018|17817.744158
00099555206018|101|2018|11553.94452
00099555206018|102|2018|10372.815619
00099555206018|103|2018|13840.275284
00099555219718|101|2018|12787.577544
00099555225918|101|2018|12169.746718
00099555229418|101|2018|11437.007225
00099568917418|104|2018|13707.105149
00099568985218|101|2018|15020.70314
00099568990518|101|2018|20493.200639
00099568990518|102|2018|12169.746718
00099568990518|103|2018|14077.557466
00099578399418|101|2018|16893.597249
00099581629418|101|2018|13349.035567
00099581629418|102|2018|13482.58346
00099581629418|103|2018|7789.6850424
00099581629418|104|2018|20272.491968
00099581663018|101|2018|18407.887737
00099581663018|102|2018|31819.205944
00099586006018|101|2018|5040.5410658
00099586006018|102|2018|9779.791305
00099586006018|103|2018|12061.125772
00099586006018|104|2018|8566.558093
00099586014918|101|2018|7634.3833759
00099586014918|102|2018|8231.9008621
00099586094418|101|2018|14097.726587
03811411446518|101|2018|4474.4933204
03811411474618|101|2018|6697.9548523
03811421536918|101|2018|8032.6094943
03811421536918|102|2018|9977.5611339
03811421536918|103|2018|10672.05125
03811421536918|104|2018|9442.542974
03811428570518|101|2018|5778.6298922
03811428570518|102|2018|4456.7093543
03811428593218|101|2018|6711.7555212
03811428593218|102|2018|7015.3800728
03811434234318|101|2018|8684.6549865
03811434234318|102|2018|8763.6378865
03811434276518|101|2018|13855.222214
03811434276518|102|2018|16825.443942
03811440602718|101|2018|6436.2348806
03811440602718|102|2018|5591.8598703
03811440602718|103|2018|12269.670264
03811440602718|104|2018|16125.402055
03811440624018|101|2018|7084.8759066
03811440624018|102|2018|9186.346347
03811440629718|101|2018|9822.3082401
03811440629718|102|2018|11162.30402
03811440662218|101|2018|11399.791146
03811441843118|101|2018|6677.3048352
03811441847718|101|2018|8838.9702249
03811441877218|101|2018|7179.5765447
03811441877218|102|2018|7124.766779
03811441877218|103|2018|13058.427906
03811441877218|104|2018|10672.05125
03811441877318|101|2018|4340.8047401
03811441878818|101|2018|16555.929828
03811441878818|102|2018|15433.603252
03811481607018|101|2018|9742.1355767
03811481607018|102|2018|7600.6895703
03811481607018|103|2018|10138.279257
03811481607018|104|2018|10138.279257
03811481607018|105|2018|12164.731402
03811486099418|101|2018|5801.9483172
03811496754718|101|2018|21338.704792
03811496754718|102|2018|28176.538898
03811496754718|103|2018|55218.945091
03811496754718|104|2018|40729.140788
03811496777218|101|2018|7714.4408821
03811496777218|102|2018|10595.370345
03811499516718|101|2018|13152.721577
03811499516718|102|2018|13122.449393
03811499516718|103|2018|27620.027972
03811499519618|101|2018|6738.9158031
03811499519618|102|2018|10080.380441
03811499519618|103|2018|17927.805887
03811499524018|101|2018|10081.552168
03811499542018|101|2018|7559.4031974
03811499542018|103|2018|11352.534605
03811499544018|101|2018|6651.2073151
03811499544018|102|2018|8624.0457599
03811499550218|101|2018|8776.2236817
03811499550218|102|2018|8056.9278186
03811499559618|101|2018|3848.9081719
03811499577218|101|2018|6077.9364863
03811499577218|102|2018|15158.828122
03811499578818|101|2018|7714.4408821
03811499578818|102|2018|13124.053504
03811499582818|101|2018|9877.2102665
03812845078118|101|2018|14658.921885
03812855011018|101|2018|15463.671812
03813333509218|101|2018|24484.816475
03815348490918|101|2018|16569.566076
03827411427818|101|2018|15041.578445
03827411427818|102|2018|11999.99292
03827411456118|101|2018|10821.625074
03827411490118|101|2018|13240.559403
03827411490118|102|2018|23123.985411
03827427603118|101|2018|16620.759062
03827427603118|102|2018|12741.016388
03827427603118|103|2018|25241.886045
03827427603118|104|2018|19134.039563
03827428527818|101|2018|16174.923205
03827428527818|102|2018|16570.425367
03827440655518|101|2018|28185.720305
03827440655518|102|2018|19566.331866
03827440690118|101|2018|14629.404096
03827440690118|102|2018|15836.731779
03827440690118|103|2018|24661.279884
03827440690118|104|2018|18920.094261
03827440803118|101|2018|11054.887536
03827440803118|102|2018|10336.976922
03827440872418|101|2018|10071.585249
03827481611718|101|2018|19109.029142
03827481611718|102|2018|24080.096895
03827481611718|103|2018|16699.44822
03827481655518|101|2018|10587.27311
03827499534118|101|2018|11025.257328
03828502112718|101|2018|22846.435845
03828502112718|102|2018|17096.799498
03828502123218|101|2018|6948.3888283
03828502123218|102|2018|5926.1377987
03828503467618|101|2018|11830.211697
03828503718918|101|2018|6124.6291711
03828503718918|102|2018|4904.0619257
03828503775118|101|2018|12073.039889
03828503775118|102|2018|14246.822166
03828503775118|103|2018|11291.125526
03828503775118|104|2018|11187.883391
03828503778418|101|2018|5103.8292418
03828503778418|102|2018|5103.8292418
03828504906718|101|2018|5066.812266
03828504937318|101|2018|10964.687884
03828504937318|102|2018|7162.2089878
03828504967618|101|2018|4914.9975257
03828504967618|102|2018|6702.4875834
