ssuid|pnum|panel|finyr3
29286020947318|101|2018|14740.731724
29286020947318|102|2018|14412.31792
29286020950918|101|2018|8736.2268899
29286020950918|102|2018|6366.6330766
29286020955418|101|2018|12154.684692
29286020964618|101|2018|7195.561824
29286020965018|102|2018|3128.6465686
29286020973018|101|2018|12250.520651
29286020973018|102|2018|12329.848975
29286020973018|103|2018|36219.36844
29286020991918|101|2018|9473.4846982
29286020995718|101|2018|7127.1550186
29286020996618|101|2018|11066.023478
29286020996618|102|2018|13452.080007
29286020996718|101|2018|37754.062628
29286020996718|102|2018|41508.548882
29286020996718|103|2018|28967.770731
29286021509718|101|2018|25773.384679
29286021509718|102|2018|27735.300314
29286021509718|103|2018|43294.566034
29286021512518|101|2018|33965.79117
29286021512518|102|2018|32334.638301
29286021515818|101|2018|7218.0517761
29286021517218|101|2018|10602.367945
29286021522918|101|2018|15090.037006
29286021547318|101|2018|6969.6556207
29286021550118|101|2018|33577.420977
29286021550118|102|2018|38462.521891
29286021572018|101|2018|21726.945576
29286021572018|102|2018|19396.933263
29286021572918|101|2018|6004.2586792
29286021585718|101|2018|12692.144952
29286021585718|102|2018|33112.923027
29286022802718|101|2018|9489.627658
29286022809718|101|2018|30185.846333
29286022809718|102|2018|48295.548244
29286022809718|103|2018|150151.21447
29286022829718|101|2018|9971.3624589
29286022829718|102|2018|6697.6771858
29286022868818|101|2018|5265.6558417
29286022868818|102|2018|4967.3829658
29286022875318|101|2018|18206.303729
29286022876218|101|2018|13830.182601
29286022876218|102|2018|30842.470982
29286022887918|101|2018|11975.751943
29286022889418|101|2018|10204.089857
29286027600318|101|2018|5112.3225491
29286028517418|101|2018|14669.618973
29286028525118|101|2018|38192.220109
29286028525918|101|2018|16620.863112
29286028525918|102|2018|18040.929234
29286028534818|101|2018|32401.930795
29286028534818|102|2018|45078.60861
29286028538918|101|2018|14681.743593
29286028538918|102|2018|20207.524636
29286028569118|101|2018|10703.888724
29286033400318|101|2018|5988.392918
29286033400318|102|2018|6966.6374216
29286033405318|101|2018|15138.330226
29286033434618|101|2018|29774.939524
29286033434618|102|2018|37877.163402
29286033454718|101|2018|6076.7091216
29286033472018|101|2018|18648.729484
29286033478118|101|2018|6905.7661874
29286033496618|101|2018|10915.420749
29286033496618|102|2018|7086.4880691
29286033496718|101|2018|13721.089599
29286033496718|102|2018|6360.4877751
29286034205818|101|2018|17722.743705
29286034205818|102|2018|22189.79012
29286034207018|101|2018|5260.0498138
29286034229718|101|2018|22392.618176
29286034229718|102|2018|6366.6330766
29286034259618|101|2018|10864.684694
29286034259618|102|2018|12490.719785
29286034277018|101|2018|14576.932194
29286034277018|102|2018|13060.423266
29286034277018|103|2018|12032.868031
29286034277018|104|2018|46361.479981
29286034436518|101|2018|16868.758872
29286034436518|102|2018|37533.179792
29286034436518|103|2018|37533.179792
29286034445118|101|2018|11161.838531
29286034445118|102|2018|25725.703741
29286034493518|101|2018|14286.527079
29286034493518|102|2018|13068.169337
29286035902718|101|2018|6788.9536563
29286035905818|101|2018|12462.880631
29286035916218|101|2018|11979.633954
29286035916218|102|2018|13133.371223
29286035916218|103|2018|16642.815077
29286035917318|101|2018|25257.572419
29286035917718|101|2018|6442.6768022
29286035929818|101|2018|27526.475159
29286035945818|101|2018|4886.8053452
29286035959618|101|2018|11504.823498
29286035959618|102|2018|17234.815701
29286035959618|103|2018|18313.285902
29286035959618|104|2018|14463.576102
29286035959618|105|2018|14386.701621
29286035975518|101|2018|12057.558725
29286035976218|101|2018|6340.5419565
29286035976218|102|2018|8650.8494182
29286035989418|101|2018|8726.2222631
29286038220118|101|2018|18177.474374
29286038288418|101|2018|6078.5490002
29286038288418|102|2018|8837.0862665
29286040001018|101|2018|12901.648968
29286040001018|102|2018|16277.319009
29286040011018|101|2018|13311.667373
29286040020118|101|2018|7146.0177382
29286040053918|101|2018|18059.709265
29286040053918|102|2018|16509.219562
29286040600318|101|2018|4639.9660095
29286040605318|101|2018|7859.8133337
29286040616218|101|2018|9423.5590075
29286040616218|102|2018|8651.2780275
29286040649718|101|2018|13051.122688
29286040649718|102|2018|20620.113678
29286040672018|101|2018|14659.025244
29286040672018|102|2018|26005.422967
29286040822918|101|2018|9794.7696978
29286040858818|101|2018|37162.555925
29286040858818|102|2018|40076.960608
29286040858818|103|2018|60259.954217
29286041807118|101|2018|9490.4889624
29286041807118|102|2018|10012.937255
29286041807118|103|2018|10893.138831
29286041811618|101|2018|10093.237714
29286041811618|102|2018|7586.3857827
29286041811618|103|2018|9919.9905224
29286041811618|104|2018|10451.378863
29286041811618|105|2018|10729.114797
29286041811618|106|2018|9247.2938645
29286041811618|107|2018|12961.941695
29286041811618|108|2018|10740.239663
29286041834318|101|2018|20950.356299
29286041834318|102|2018|42603.591563
29286041840218|101|2018|25896.147298
29286041840218|102|2018|22013.116153
29286041840218|103|2018|29177.09515
29286041840218|104|2018|31948.862804
29286041856818|101|2018|6119.4416989
29286041856818|102|2018|8727.7943719
29286041862618|101|2018|8278.2266361
29286041862618|102|2018|6095.0845573
29286041884418|101|2018|8211.2342704
29286041884418|102|2018|10351.106742
29286041884418|103|2018|16698.24117
29286041899418|101|2018|4748.7937576
29286041899418|102|2018|7069.9053547
29286047284918|101|2018|8903.1784713
29286047284918|102|2018|11596.283547
29286047294818|101|2018|5648.1403066
29286049443118|101|2018|17814.864685
29286049443118|102|2018|14486.744283
29286049443118|103|2018|16803.28275
29286049443118|104|2018|17540.270881
29286049469218|101|2018|6924.5368175
29286049469218|102|2018|12543.867425
29286049477318|101|2018|9787.8563783
29286050106918|101|2018|10031.881445
29286050119418|101|2018|17195.24379
29286050119418|102|2018|11762.40775
29286050140218|101|2018|36611.940199
29286050140218|102|2018|39957.566755
29286050140218|103|2018|84406.338352
29286050140218|104|2018|84406.338352
29286050154718|101|2018|12258.434373
29286050154718|102|2018|18588.84575
29286050154718|103|2018|28403.965555
29286050160218|101|2018|10933.455237
29286050160218|102|2018|6125.3541093
29286050165118|101|2018|17859.345757
29286050165118|102|2018|20457.660451
29286050165118|104|2018|39839.967051
29286050189818|101|2018|12127.778454
29286050197218|101|2018|5868.0473979
29286050197218|102|2018|8736.2268899
29286055202718|101|2018|10603.651179
29286055209718|101|2018|26611.387314
29286055209718|102|2018|28854.610172
29286055209718|103|2018|26553.109711
29286055209718|104|2018|26553.109711
29286055231018|101|2018|5513.8331539
29286055231018|102|2018|4891.5998348
29286055233818|101|2018|24971.69139
29286055234818|103|2018|35603.110575
29286055236518|101|2018|18906.08987
29286055236518|102|2018|18069.185943
29286055254918|101|2018|17797.630827
29286055256518|101|2018|10621.732301
29286055258218|101|2018|10851.462495
29286055258218|102|2018|10592.715561
29286055277818|101|2018|33885.286444
29286055277818|102|2018|40830.444336
29286055277818|103|2018|31948.862804
29286055277818|104|2018|35523.22013
29286055278818|101|2018|12036.313857
29286055278818|103|2018|10855.658219
29286055282018|101|2018|8882.0623135
29286055282018|102|2018|8758.8846568
29286055282018|103|2018|10886.342732
29286055287318|101|2018|8575.2683706
29286055294818|101|2018|5003.4247507
29286058811618|101|2018|4294.093513
29286058845818|101|2018|8477.3971723
29286058860218|101|2018|5686.3193734
29286058873018|101|2018|9128.3227649
29286058873018|102|2018|10039.702947
29286058896718|101|2018|8911.063849
29286058897218|101|2018|15305.447947
29286058897218|102|2018|10280.53588
29286058899418|101|2018|8273.2260683
29286058899418|102|2018|4567.0331619
29286059708718|101|2018|4465.4475838
29286060408718|101|2018|4300.1731932
29286060408718|102|2018|4570.5908374
29286060442618|101|2018|4750.6273573
29286060442618|102|2018|4941.774295
29286060444418|101|2018|5672.6911308
29286060444418|102|2018|5855.5209656
29286060464618|101|2018|4146.0617511
29286060464618|102|2018|3998.3911157
29286060464618|103|2018|9332.1284137
29286060464618|104|2018|10175.866053
29286060464618|105|2018|9876.9864523
29286060464618|106|2018|9785.5678062
29286060464618|107|2018|9216.8261882
29286060466418|101|2018|4389.2989504
29286060469918|101|2018|5017.7688319
29286060469918|102|2018|9577.7551767
29286060495618|101|2018|7266.7350748
29286060495718|101|2018|2844.6201379
29286060602018|101|2018|15587.720173
29286060611618|101|2018|14391.428776
29286060611618|102|2018|22874.717424
29286060656818|101|2018|10145.140687
29286060673018|101|2018|11461.484316
29286060677318|101|2018|9408.2903767
29286060677318|102|2018|12944.041137
29286060677318|103|2018|21352.511673
29286060677318|104|2018|20574.140897
29286060677318|105|2018|12081.642368
29286060677318|106|2018|13278.176733
29286060691918|101|2018|5444.9545105
29286060696718|101|2018|12036.313857
29286060696718|102|2018|16135.865127
29286060696718|103|2018|33263.364725
29286060902018|101|2018|36858.838763
29286060902018|102|2018|38414.480862
29286060902018|103|2018|35060.70672
29286060907118|101|2018|6340.1494022
29286060907118|102|2018|6574.5569681
29286060907118|103|2018|8573.916858
29286060907118|104|2018|7092.117644
29286060911618|101|2018|7508.5706714
29286060926718|101|2018|12529.180474
29286060926718|102|2018|12786.028254
29286060926718|103|2018|11261.929242
29286060926718|104|2018|11261.929242
29286060926718|105|2018|12854.214863
29286060934818|101|2018|10204.723927
29286060934818|102|2018|9961.3981053
29286060934818|103|2018|19445.384727
29286060934818|104|2018|26355.579311
29286060934818|106|2018|9961.3981053
29286060943118|101|2018|5868.0473979
29286060943118|102|2018|8736.2268899
29286060944418|101|2018|7871.0833379
29286060944418|102|2018|11924.392591
29286060954718|101|2018|12582.071164
29286060954718|103|2018|50067.5768
29286060954718|104|2018|13551.184842
29286060956818|101|2018|10908.008182
29286060956818|102|2018|10481.716015
29286060956818|103|2018|21791.729513
29286060958218|101|2018|22170.152042
29286060958218|102|2018|29531.172327
29286060958218|103|2018|32016.906528
29286060958218|104|2018|27627.413043
29286060958218|105|2018|33480.096269
29286060969918|101|2018|12634.999098
29286060969918|102|2018|13090.421763
29286060969918|103|2018|12588.897716
29286060973018|101|2018|12258.434373
29286060973018|102|2018|17267.207104
29286060973018|103|2018|10987.909569
29286060975918|101|2018|22938.837006
29286060975918|102|2018|30206.1677
29286060975918|103|2018|20003.784116
29286060975918|104|2018|30008.4943
29286060975918|105|2018|78726.626709
29286060977718|101|2018|7634.4376435
29286060982018|101|2018|3348.6584089
29286060984918|101|2018|12339.965356
29286060984918|102|2018|9391.5492376
29286060984918|103|2018|8673.2212124
29286060994818|102|2018|10871.189019
29286060996718|101|2018|11486.726695
29286060996718|102|2018|13316.790854
29286060996718|103|2018|13449.664111
29286060996718|104|2018|11627.858209
29286061033818|101|2018|7005.9474052
29286061033818|102|2018|6751.0258529
29286061033818|103|2018|9628.7427714
29286061033818|104|2018|11723.343136
29286061033818|105|2018|9479.9381414
29286068431118|101|2018|36732.596192
29286068434618|101|2018|29687.474324
29286068441418|101|2018|29585.986578
29286068441418|102|2018|44325.786408
29286068441418|103|2018|35118.460902
29286068458818|101|2018|43083.085496
29286068458818|102|2018|37569.473949
29286068458818|104|2018|39651.258592
29286068472018|101|2018|24803.991976
29286068472018|102|2018|22365.385768
29286068824618|101|2018|8398.0825014
29286068825118|101|2018|12005.515559
29286068830118|101|2018|7310.4755184
29286068830118|102|2018|25325.32075
29286068830118|103|2018|18203.5186
29286068847718|101|2018|12752.807882
29286068847718|102|2018|20892.931786
29286068847718|103|2018|13503.733826
29286068850218|101|2018|5868.0473979
29286068850218|102|2018|9183.1341664
29286068851818|101|2018|31004.463274
29286068851818|102|2018|69129.778264
29286068875518|101|2018|11049.577161
29286068875518|102|2018|19824.394223
29286068877818|101|2018|35284.925127
29286068877818|102|2018|27650.393742
29286068877818|103|2018|93343.589404
29286068893218|101|2018|6994.7148946
29286068899418|101|2018|15733.899468
29286068916218|101|2018|9677.2874308
29286068950218|101|2018|4340.9356993
29286068954718|101|2018|5073.702742
29286068960218|101|2018|8227.8206461
29286068960218|102|2018|8992.1187037
29286068969218|101|2018|16307.374914
29286068969218|102|2018|18772.38095
29286068969218|103|2018|17524.391179
29286068969218|104|2018|33627.084552
29286068970518|101|2018|12983.680717
29286068970518|102|2018|21397.476291
29286068970518|103|2018|25910.187564
29286068977318|101|2018|6308.282169
29286068996718|101|2018|5955.7880717
29286068997218|101|2018|20982.951994
29286068997218|102|2018|7703.4774377
29286077115818|101|2018|3961.6710352
29286077184818|101|2018|4649.5782811
29286077184818|102|2018|11368.033007
29286081606918|101|2018|11425.046627
29286081624018|101|2018|12014.414504
29286081624018|102|2018|15453.102302
29286081624018|103|2018|15088.48106
29286081624018|104|2018|14119.429517
29286081624018|105|2018|13278.176733
29286081631118|101|2018|19777.538804
29286081638618|101|2018|9952.1805701
29286081644918|101|2018|22767.841127
29286081659618|101|2018|15493.518166
29286081659618|102|2018|13459.060423
29286081659618|103|2018|18875.331871
29286081669118|101|2018|10732.739254
29286081669118|102|2018|7485.0673049
29286081672018|101|2018|28286.836088
29286081682018|101|2018|5798.8454061
29286081682018|102|2018|7485.6481847
29286081684918|101|2018|9134.9141663
29286081684918|102|2018|8190.9794302
29286081685718|101|2018|12556.518811
29286081685718|102|2018|14464.111254
29286081687318|101|2018|5865.7174123
29286081687318|102|2018|4832.7261327
29286081688318|101|2018|28668.298996
29286081694618|101|2018|13329.374032
29286081694818|101|2018|6664.0537209
29286081694818|102|2018|11490.010169
29286082805818|101|2018|45179.578572
29286082805818|102|2018|28171.960537
29286082805818|103|2018|36361.342265
29286082805818|104|2018|32246.955778
29286082809718|101|2018|13774.050954
29286082810818|101|2018|19981.252479
29286082810818|102|2018|15428.008511
29286082822918|101|2018|29268.356533
29286082822918|102|2018|29730.663013
29286082831018|101|2018|5530.4665896
29286082836518|101|2018|16734.456297
29286082836518|102|2018|15993.682701
29286082850218|101|2018|6676.1647744
29286082856618|101|2018|13881.804296
29286082866818|101|2018|21982.750068
29286082866818|102|2018|26638.204999
29286082866818|103|2018|37002.550214
29286082877818|101|2018|28041.358737
29286082877918|101|2018|43746.952968
29286082877918|102|2018|32043.933365
29286082877918|103|2018|38030.265222
29286082880118|101|2018|32492.842863
29286082880118|102|2018|31884.374193
29286082880118|103|2018|35440.757383
29286082899918|101|2018|10829.586544
29286082899918|102|2018|11593.472195
29286082899918|103|2018|12885.421412
29286082899918|104|2018|13755.517012
29286082899918|105|2018|10927.789497
29286082899918|106|2018|11854.078354
29286082899918|107|2018|5744.7595586
29286084907118|101|2018|6807.5075108
29286084907118|102|2018|7186.4054926
29286084907118|103|2018|9590.9617725
29286084924718|101|2018|7504.0638781
29286084942618|102|2018|8183.0677024
29286084951918|101|2018|4091.0988203
29286084951918|102|2018|3932.8558565
29286084962618|101|2018|6134.2889218
29286084962618|102|2018|5771.3555466
29286084966418|101|2018|9227.555503
29286084966418|102|2018|7091.639468
29286084995718|101|2018|6628.8637844
29286084995718|102|2018|4323.68486
29286086037318|101|2018|10784.369393
29286086067618|101|2018|16698.251636
29286086067618|102|2018|17574.47226
29286086067618|103|2018|37165.514262
29286086067618|104|2018|28189.345735
29286086090318|101|2018|15671.05779
29286086090518|101|2018|18026.030499
29286092505818|101|2018|53392.87467
29286092509718|101|2018|15788.956773
29286092516118|101|2018|6181.7586995
29286092516118|102|2018|6684.5977112
29286092516118|103|2018|7537.8138146
29286092516118|104|2018|6053.1873457
29286092516718|101|2018|5166.6980904
29286092516718|102|2018|10493.333948
29286092516718|103|2018|10909.876256
29286092516718|104|2018|10909.876256
29286092517318|101|2018|28748.962426
29286092517318|102|2018|29052.322613
29286092524018|101|2018|6389.7106641
29286092524018|102|2018|16369.005616
29286092524018|103|2018|22270.30053
29286092524018|104|2018|29882.36153
29286092550518|101|2018|11093.485526
29286092550518|103|2018|16709.290304
29286092576218|101|2018|10671.210481
29286092576218|102|2018|8792.0952511
29286093200318|101|2018|21623.539956
29286093203318|101|2018|11293.270763
29286093204318|101|2018|3539.0877342
29286093208718|101|2018|4687.9368487
29286093208718|102|2018|4773.430046
29286093216718|101|2018|9646.3348301
29286093228018|101|2018|17842.389771
29286093228018|102|2018|11951.661676
29286093236318|101|2018|6188.433339
29286093236318|102|2018|6560.0257493
29286093242018|101|2018|21941.970705
29286093250918|101|2018|9489.627658
29286093253618|101|2018|15120.124904
29286093253618|102|2018|12152.426199
29286093253618|103|2018|10639.018444
29286093254718|101|2018|14225.857974
29286093254718|102|2018|14979.328773
29286093255418|101|2018|18143.095802
29286093255418|102|2018|15440.410997
29286093255418|103|2018|26347.6849
29286093255418|104|2018|24888.800981
29286093264618|101|2018|2831.9885129
29286093264618|102|2018|6065.3316941
29286093265018|101|2018|9923.3375188
29286093268818|101|2018|6492.0584265
29286093268818|102|2018|6224.2769556
29286093295618|101|2018|5243.2014478
29286093295618|102|2018|7582.254909
29286093298818|101|2018|31813.781677
29286093298818|102|2018|118396.20643
29286096719418|101|2018|20812.056011
29286096719418|102|2018|13009.202055
29286096729718|101|2018|8736.2268899
29286096729718|102|2018|6366.6330766
29286096744018|101|2018|17463.764169
29286096744018|102|2018|14201.271274
29286096754718|101|2018|12343.390821
29286096754718|102|2018|12727.412732
29286096756818|101|2018|9253.1598687
29286096756818|102|2018|13775.911914
29286096797218|101|2018|17559.030768
29286096797218|102|2018|10763.316529
29286096797218|103|2018|14273.459004
29286096797218|104|2018|13834.620156
29286098802018|101|2018|40735.051691
29286098802018|102|2018|34893.225441
29286098802018|103|2018|40419.497756
29286098802018|104|2018|44711.440773
29286098802018|105|2018|108142.95232
29286098802018|106|2018|17671.395204
29286098811618|101|2018|12370.353621
29286098811618|102|2018|9213.6444633
29286098811618|103|2018|13586.429166
29286098818018|101|2018|12264.272051
29286098818018|102|2018|9978.1632347
29286098818018|103|2018|9328.9265642
29286098818018|104|2018|10278.535228
29286098825818|101|2018|7642.5683726
29286098825818|102|2018|2883.6350603
29286098838618|103|2018|30692.401983
29286098838618|104|2018|28726.142433
29286098838618|105|2018|37347.132907
29286098844418|101|2018|8527.4150018
29286098844418|102|2018|8894.0370599
29286098844418|104|2018|10749.644892
29286098844418|105|2018|11643.782214
29286098844418|106|2018|12970.424745
29286098845818|101|2018|22919.343367
29286098845818|103|2018|35464.168207
29286098845818|104|2018|19062.499285
29286098845818|105|2018|35749.468496
29286098847518|101|2018|5109.7561595
29286098847518|102|2018|6235.7898429
29286098851918|101|2018|5104.158804
29286098851918|102|2018|4454.2642346
29286098862618|101|2018|4389.2989504
29286098869118|101|2018|4887.6614598
29286098869118|102|2018|5216.8496206
29286098873018|101|2018|11947.684445
29286098873018|102|2018|16006.013373
29286098873018|103|2018|12169.364986
29286098878118|101|2018|10172.874598
29286098878118|102|2018|9719.0626255
29286098884418|101|2018|26169.905679
29286098884818|101|2018|7964.2554252
29286098884818|102|2018|9629.3361639
29286098884818|103|2018|9610.975501
29286098888218|101|2018|6189.4025816
29286098888218|102|2018|14905.796159
29286098891918|101|2018|45418.792615
29286098891918|102|2018|14195.759807
29286098891918|103|2018|18922.543071
29286098891918|104|2018|14122.734731
29286098891918|105|2018|21940.167055
29286098891918|106|2018|41088.066106
29286098899418|101|2018|14624.719739
29286099513818|101|2018|9226.8963084
29286099542018|101|2018|9598.0741491
29286099542018|102|2018|6446.9426842
29286099543118|101|2018|9141.406985
29286099545818|101|2018|9027.9411204
29286099545818|102|2018|13055.688854
29286099545818|103|2018|13100.284286
29286099545818|104|2018|13753.931242
29286099546618|101|2018|29965.932252
29286099546618|102|2018|33233.262813
29286099546618|103|2018|39839.967051
29286099546618|104|2018|30378.725179
29286099546618|105|2018|33920.327553
29286099553618|101|2018|7490.6280736
29286099570518|101|2018|13549.460029
29286099570518|102|2018|15147.111617
29286099570518|103|2018|12460.436187
29286099570518|104|2018|47548.35101
29286099573018|101|2018|3890.3673549
29286099584418|101|2018|7123.0928972
29286099585718|101|2018|15161.778397
29286099585718|102|2018|13680.635232
29299509251918|101|2018|8206.3610476
29299509262618|101|2018|12319.714335
29299509262618|102|2018|7247.2736
33209209808918|101|2018|11656.782944
33209209808918|102|2018|9696.003119
33209209897918|101|2018|25217.101509
33209209897918|102|2018|19065.153591
33209209897918|103|2018|12709.367459
33209217237518|101|2018|14290.576228
33209217253718|101|2018|21238.130025
33209217253718|102|2018|26313.669817
33209217291618|101|2018|25354.874222
33209217291618|102|2018|21655.81355
33209217291618|103|2018|14314.272937
33209217291618|104|2018|15771.349215
33209217297918|101|2018|16835.39937
33209217297918|102|2018|11778.153484
33209234286218|101|2018|11846.088528
33209258832418|101|2018|57587.333263
33209258832418|102|2018|30384.718282
33209258832418|103|2018|39286.573448
33209258832418|104|2018|26896.613431
33209258832418|105|2018|95160.747026
33209258832418|106|2018|62072.225184
33209258886218|101|2018|8986.0674908
33209260632418|101|2018|16334.626721
33209260632418|102|2018|18590.524824
33209260632418|103|2018|13493.622914
33209260632418|104|2018|12709.367459
33209260632418|105|2018|11348.68059
33209260685518|101|2018|14044.176719
33209260685518|102|2018|12548.744835
33209260685518|103|2018|10587.305073
33209260685518|104|2018|11854.446544
33209260697918|101|2018|43431.399057
33209260932418|101|2018|22130.957429
33209260932418|102|2018|21061.866727
33209260932418|103|2018|23963.004563
33209260932418|104|2018|14628.338217
33209298832418|101|2018|13821.443984
33209298832418|102|2018|12033.189537
33209298832418|103|2018|15191.482117
33209298840118|101|2018|8024.5860045
33209298840118|102|2018|16316.67648
33209298840118|103|2018|15310.999371
33209298840118|104|2018|18150.084502
33209298840118|105|2018|23131.308235
33209298899518|101|2018|9238.6887187
33209298899518|102|2018|11117.090554
33211413632418|101|2018|23400.060515
33211413653718|101|2018|27102.727345
33211413653718|102|2018|47065.465052
33211428532418|101|2018|7730.7107496
33211455237518|101|2018|9238.6887187
33211455237518|102|2018|11208.648059
33211455253718|101|2018|14308.953185
33211455253718|102|2018|8804.4587427
33211481685518|101|2018|21332.079588
33211481685518|102|2018|19936.65909
33211481685518|103|2018|26500.363166
33211481685518|104|2018|35029.286396
33211486048018|101|2018|7842.1772171
33213355994618|101|2018|12114.483678
33213603779718|101|2018|10515.522097
33213604609818|101|2018|13583.75623
33213604609818|102|2018|14612.819684
33213604609818|103|2018|24475.543101
33213604609818|104|2018|24475.543101
33213604627718|101|2018|14709.660694
33213605732418|101|2018|16692.353304
33213605732418|102|2018|19577.311439
33213605732418|103|2018|16532.498697
33213605732418|104|2018|40492.489291
33213605786218|101|2018|22130.957429
33213605786218|102|2018|21061.866727
33213605786218|103|2018|22061.748373
33213605786218|104|2018|22061.748373
33213605786218|105|2018|16382.250276
33213609808918|101|2018|13228.06086
33213609808918|102|2018|12061.667475
33213634297918|101|2018|55134.460686
33213634297918|102|2018|32409.943491
33213634297918|103|2018|27547.873449
33213634297918|104|2018|38959.797436
33213634297918|105|2018|41239.003452
33213650108918|101|2018|24740.136388
33213650137518|101|2018|9548.1597584
33213650140118|101|2018|24252.854957
33213650140118|102|2018|25340.661982
33213650140118|104|2018|11020.437847
33213650140118|105|2018|21932.844124
33213650140118|106|2018|15905.480167
33213650140118|107|2018|19810.099288
33213658840118|101|2018|21138.633483
33213658840118|102|2018|18023.595301
33213658840118|103|2018|19970.456072
33213660640118|101|2018|40804.621449
33213660640118|102|2018|43553.830623
33213660997918|101|2018|11120.014336
33213660997918|102|2018|15725.830441
33213698891618|101|2018|21655.81355
33213698891618|102|2018|24236.533335
33213698891618|103|2018|17019.723109
33213698891618|104|2018|18168.989845
33213698897918|101|2018|33313.940978
33213698897918|102|2018|21851.886979
33213698897918|103|2018|16254.45766
33213698897918|104|2018|16254.45766
33222809840118|101|2018|21723.910281
33222809840118|102|2018|25716.337442
33222809840118|103|2018|11457.43356
33222809840118|104|2018|24141.378701
33222850137518|101|2018|34866.561311
33222850137518|102|2018|38290.046277
33222850137518|103|2018|32976.59123
33222858808918|101|2018|7600.9358816
33222858808918|102|2018|8537.1681175
33222858832418|101|2018|13543.57109
33222858840118|101|2018|8882.0074146
33222858840118|102|2018|8261.546482
33222898886218|101|2018|43864.283227
33222898886218|102|2018|15153.838281
33227633427718|101|2018|23746.769231
33227633427718|102|2018|20493.039811
33227633440218|101|2018|10641.548777
33227633440218|102|2018|13372.99817
33227662522918|101|2018|9910.2568313
33227662522918|102|2018|9763.2578013
33228502312018|101|2018|7801.7376155
33228504316218|101|2018|18978.327453
33228504316218|102|2018|23522.933685
33228504316218|103|2018|27442.736081
33228504316218|104|2018|26928.474518
33228504384418|101|2018|17080.944639
33228504399418|101|2018|12022.668348
33228517275318|101|2018|14738.724398
33228517275318|102|2018|29264.121494
33228517275318|103|2018|14851.114963
33228518505418|101|2018|10445.662647
33228518548018|101|2018|6697.8289947
33228518559418|101|2018|10690.693981
33228518559418|102|2018|20918.783721
33228518595418|101|2018|22078.645507
33228518595418|102|2018|17470.219919
33228518595418|103|2018|15582.318406
33228518595418|104|2018|40492.489291
33228519995418|101|2018|9664.1860668
33228530356718|101|2018|24236.533335
33228530356718|102|2018|18699.376663
33228530356718|103|2018|19228.678589
33228530356718|104|2018|16030.52912
33228555512018|101|2018|11734.491483
33228555543118|101|2018|8683.2207659
33228555543118|102|2018|13312.170574
33228555551818|101|2018|11883.716418
33228555551818|102|2018|10075.624792
33228555565318|101|2018|13404.690206
33228555565318|102|2018|12081.888189
33228559754918|101|2018|9677.6739324
33228559754918|102|2018|8594.5396228
33228559754918|103|2018|14553.08077
33228559754918|104|2018|17661.236204
33228577143118|101|2018|27793.496487
33228581443118|101|2018|17932.723871
33228581443118|102|2018|27162.332083
33228584954918|101|2018|13354.112767
33228584970518|101|2018|12093.82535
33228584970518|102|2018|9027.2401526
33233452789118|101|2018|7888.0029828
33233452789118|102|2018|10035.101899
33233477136018|101|2018|26999.847921
33233477136018|102|2018|19969.704984
33233477136018|103|2018|19969.704984
33233477154518|101|2018|12585.467298
33233477154518|102|2018|12210.530006
33233477154518|103|2018|10526.838164
33233477154518|104|2018|12405.224211
33233477154518|105|2018|10875.028969
33233477161918|101|2018|7634.2243588
33233477193318|101|2018|11800.34955
33233477193318|103|2018|11800.34955
33233484817318|101|2018|10122.704422
33233484854518|102|2018|19738.723197
33233484893318|101|2018|11021.581445
33233484895018|101|2018|17981.752474
33235905791618|101|2018|20298.779106
33235909853718|101|2018|11643.651472
33235909853718|102|2018|9788.0549938
33235909886218|101|2018|17853.52891
33235909886218|102|2018|22563.066618
33235909886218|103|2018|18215.054674
33235909886218|104|2018|16895.233421
33235909886218|105|2018|41380.923169
33235909899518|101|2018|8406.2946542
33235909899518|102|2018|10073.134054
33235910140118|101|2018|12702.644892
33235910185518|101|2018|5895.3469854
33235910185518|102|2018|11691.892256
33235917299518|101|2018|18339.5746
33235934297918|101|2018|25736.646909
33235934297918|102|2018|37684.082844
33235934297918|104|2018|37527.067027
33235934297918|105|2018|20007.20014
33235950140118|101|2018|14620.519643
33235950191618|101|2018|43779.453329
33235950191618|102|2018|46105.186723
33235950191618|103|2018|23196.56124
33235960691618|101|2018|10441.990332
33235960985518|101|2018|16045.189845
33235960985518|102|2018|18049.739117
33235998853718|101|2018|6937.9806364
33235998853718|102|2018|8526.9960122
33237909348618|101|2018|17588.748463
33237933578718|101|2018|17855.183099
33240610169518|101|2018|9578.2723633
33240611416218|101|2018|8811.8596345
33240611443118|101|2018|6479.3373645
33240611470518|101|2018|9575.2146506
33240840377818|101|2018|17960.966915
33240840377818|102|2018|13551.734325
33240840377818|103|2018|9431.2674234
33240840377818|104|2018|24125.758943
33240842105818|101|2018|20919.682373
33240842109718|101|2018|10871.230965
33240842109718|102|2018|11140.717976
33240842148618|101|2018|12022.442991
33240842148618|102|2018|8251.4167373
33240875672018|101|2018|23244.853371
33240875677918|101|2018|9903.3250866
33240875677918|102|2018|9653.5045561
33240875677918|103|2018|16144.740943
33241802163018|101|2018|9872.4318178
33241802163818|101|2018|18592.316456
33241802163818|102|2018|18294.238099
33241802163818|103|2018|15752.366227
33241803499418|101|2018|12136.327473
33241803499418|102|2018|11093.575398
